timestamp,humidity_pct,raw_value,device_id,hour,day_of_week,is_weekend,is_night,humidity_category,raw_normalized,humidity_risk_level,sensor_stability,is_anomaly,humidity_change,raw_change
2025-07-10T15:45:00.606918,32.7,295,arduino_sensor_01,15,3,0,0,0,0.2880859375,0.3,1.0,0,3.849187584766792,0.7898057637432965
2025-07-10T15:46:00.606918,50.9,321,arduino_sensor_01,15,3,0,0,1,0.3134765625,0.6,1.0,0,3.882563597157836,17.839570642049804
2025-07-10T15:47:00.606918,32.4,545,arduino_sensor_01,15,3,0,0,0,0.5322265625,0.3,1.0,0,1.5796875961779555,19.927313543319137
2025-07-10T15:48:00.606918,18.6,482,arduino_sensor_01,15,3,0,0,0,0.470703125,0.1,1.0,0,0.3529691927490447,10.207826196674857
2025-07-10T15:49:00.606918,51.1,433,arduino_sensor_01,15,3,0,0,1,0.4228515625,0.6,1.0,0,2.545605496357198,1.8626953467339313
2025-07-10T15:50:00.606918,18.1,421,arduino_sensor_01,15,3,0,0,0,0.4111328125,0.1,1.0,0,0.8471581961756813,13.325045845406223
2025-07-10T15:51:00.606918,42.3,403,arduino_sensor_01,15,3,0,0,1,0.3935546875,0.3,1.0,0,1.2450060006336532,14.701059541107643
2025-07-10T15:52:00.606918,4.3,451,arduino_sensor_01,15,3,0,0,0,0.4404296875,0.1,1.0,0,1.8996797381177961,0.3135908067992643
2025-07-10T15:53:00.606918,0.0,614,arduino_sensor_01,15,3,0,0,0,0.599609375,0.1,1.0,0,4.717788062271585,5.809475071273507
2025-07-10T15:54:00.606918,12.9,444,arduino_sensor_01,15,3,0,0,0,0.43359375,0.1,1.0,0,2.0459147124083357,17.655311354024867
2025-07-10T15:55:00.606918,69.8,377,arduino_sensor_01,15,3,0,0,1,0.3681640625,0.6,1.0,0,3.0341698657778213,15.371341569579812
2025-07-10T15:56:00.606918,45.6,534,arduino_sensor_01,15,3,0,0,1,0.521484375,0.3,1.0,0,2.770979216977525,12.021113929506107
2025-07-10T15:57:00.606918,6.2,525,arduino_sensor_01,15,3,0,0,0,0.5126953125,0.1,1.0,0,4.941299275049359,12.54740224877388
2025-07-10T15:58:00.606918,44.1,538,arduino_sensor_01,15,3,0,0,1,0.525390625,0.3,1.0,0,3.2253084846486346,8.50440080169971
2025-07-10T15:59:00.606918,17.0,442,arduino_sensor_01,15,3,0,0,0,0.431640625,0.1,1.0,0,0.544597450135737,18.688364675966334
2025-07-10T16:00:00.606918,40.1,398,arduino_sensor_01,16,3,0,0,1,0.388671875,0.3,1.0,0,0.8279077351256936,14.568212659901825
2025-07-10T16:01:00.606918,75.8,213,arduino_sensor_01,16,3,0,0,2,0.2080078125,0.8,1.0,0,3.5095254384748173,10.796665880831346
2025-07-10T16:02:00.606918,59.2,410,arduino_sensor_01,16,3,0,0,1,0.400390625,0.6,1.0,0,0.3792175895126054,17.623380458083336
2025-07-10T16:03:00.606918,78.3,307,arduino_sensor_01,16,3,0,0,2,0.2998046875,0.8,1.0,0,4.575090159566039,4.057748974760919
2025-07-10T16:04:00.606918,82.1,285,arduino_sensor_01,16,3,0,0,2,0.2783203125,0.8,1.0,0,4.812906405016101,7.588962766086789
2025-07-10T16:05:00.606918,49.6,322,arduino_sensor_01,16,3,0,0,1,0.314453125,0.3,1.0,0,1.9215422951407417,5.266077132907179
2025-07-10T16:06:00.606918,14.5,435,arduino_sensor_01,16,3,0,0,0,0.4248046875,0.1,1.0,0,0.04547914486305482,1.4862019143723626
2025-07-10T16:07:00.606918,27.4,577,arduino_sensor_01,16,3,0,0,0,0.5634765625,0.1,1.0,0,3.140276273479843,9.557768038537706
2025-07-10T16:08:00.606918,28.7,400,arduino_sensor_01,16,3,0,0,0,0.390625,0.1,1.0,0,2.4152130488349584,17.047932548338366
2025-07-10T16:09:00.606918,51.3,418,arduino_sensor_01,16,3,0,0,1,0.408203125,0.6,1.0,0,1.4737770543715216,2.0240395782049325
2025-07-10T16:10:00.606918,53.8,259,arduino_sensor_01,16,3,0,0,1,0.2529296875,0.6,1.0,0,4.4136492805964025,13.27358387713889
2025-07-10T16:11:00.606918,19.7,384,arduino_sensor_01,16,3,0,0,0,0.375,0.1,1.0,0,0.5444004823638005,16.30927686042513
2025-07-10T16:12:00.606918,38.3,417,arduino_sensor_01,16,3,0,0,0,0.4072265625,0.3,1.0,0,3.8515847463003725,1.3948452112017717
